index,Question,Segment Type,Segment Description,Answer,Count,Percentage
1338,What social platform has influenced your online shopping most?,Custom,clubs / organizations? No,Twitter,105,0.068
1339,What social platform has influenced your online shopping most?,Custom,clubs / organizations? No,None,574,0.372
1340,What social platform has influenced your online shopping most?,Custom,do per month? More than 10 hours 😇,Facebook,12,0.179
1341,What social platform has influenced your online shopping most?,Custom,do per month? More than 10 hours 😇,Instagram,24,0.358
1342,What social platform has influenced your online shopping most?,Custom,do per month? More than 10 hours 😇,Snapchat,5,0.075
1343,What social platform has influenced your online shopping most?,Custom,do per month? More than 10 hours 😇,Twitter,1,0.015
1344,What social platform has influenced your online shopping most?,Custom,do per month? More than 10 hours 😇,None,25,0.373
1345,What social platform has influenced your online shopping most?,Custom,do per month? 1 to 10 hours,Facebook,92,0.253
1346,What social platform has influenced your online shopping most?,Custom,do per month? 1 to 10 hours,Instagram,123,0.339
1347,What social platform has influenced your online shopping most?,Custom,do per month? 1 to 10 hours,Snapchat,9,0.025
1348,What social platform has influenced your online shopping most?,Custom,do per month? 1 to 10 hours,Twitter,27,0.074
1349,What social platform has influenced your online shopping most?,Custom,do per month? 1 to 10 hours,None,112,0.309
1350,What social platform has influenced your online shopping most?,Custom,closely identify as? Hispanic,Facebook,20,0.177
1351,What social platform has influenced your online shopping most?,Custom,closely identify as? Hispanic,Instagram,38,0.336
1352,What social platform has influenced your online shopping most?,Custom,closely identify as? Hispanic,Snapchat,3,0.027
1353,What social platform has influenced your online shopping most?,Custom,closely identify as? Hispanic,Twitter,11,0.097
1354,What social platform has influenced your online shopping most?,Custom,closely identify as? Hispanic,None,41,0.363
1355,What social platform has influenced your online shopping most?,Custom,are you pursuing? Technical / engineering,Facebook,160,0.224
1356,What social platform has influenced your online shopping most?,Custom,are you pursuing? Technical / engineering,Instagram,183,0.256
1357,What social platform has influenced your online shopping most?,Custom,are you pursuing? Technical / engineering,Snapchat,27,0.038
1358,What social platform has influenced your online shopping most?,Custom,are you pursuing? Technical / engineering,Twitter,40,0.056
1359,What social platform has influenced your online shopping most?,Custom,are you pursuing? Technical / engineering,None,304,0.426
1360,What social platform has influenced your online shopping most?,Custom,What's your major? Comp sci,Facebook,18,0.261
1361,What social platform has influenced your online shopping most?,Custom,What's your major? Comp sci,Instagram,19,0.275
1362,What social platform has influenced your online shopping most?,Custom,What's your major? Comp sci,Snapchat,1,0.014
1363,What social platform has influenced your online shopping most?,Custom,What's your major? Comp sci,Twitter,3,0.043
1364,What social platform has influenced your online shopping most?,Custom,What's your major? Comp sci,None,28,0.406
1365,What social platform has influenced your online shopping most?,Custom,I'm in? Post-grad,Facebook,15,0.158
1366,What social platform has influenced your online shopping most?,Custom,I'm in? Post-grad,Instagram,35,0.368
1367,What social platform has influenced your online shopping most?,Custom,I'm in? Post-grad,Snapchat,1,0.011
1368,What social platform has influenced your online shopping most?,Custom,I'm in? Post-grad,Twitter,1,0.011
1369,What social platform has influenced your online shopping most?,Custom,I'm in? Post-grad,None,43,0.453
1370,What social platform has influenced your online shopping most?,Custom,"have a job? Yes, part-time",Facebook,147,0.202
1371,What social platform has influenced your online shopping most?,Custom,"have a job? Yes, part-time",Instagram,239,0.328
1372,What social platform has influenced your online shopping most?,Custom,"have a job? Yes, part-time",Snapchat,12,0.016
1373,What social platform has influenced your online shopping most?,Custom,"have a job? Yes, part-time",Twitter,56,0.077
1374,What social platform has influenced your online shopping most?,Custom,"have a job? Yes, part-time",None,274,0.376
1375,What social platform has influenced your online shopping most?,Custom,What's your major? Other,Facebook,88,0.209
1376,What social platform has influenced your online shopping most?,Custom,What's your major? Other,Instagram,156,0.37
1377,What social platform has influenced your online shopping most?,Custom,What's your major? Other,Snapchat,9,0.021
1378,What social platform has influenced your online shopping most?,Custom,What's your major? Other,Twitter,26,0.062
1379,What social platform has influenced your online shopping most?,Custom,What's your major? Other,None,143,0.339
1380,What social platform has influenced your online shopping most?,Custom,What's your major? Political science / philosophy,Facebook,38,0.232
1381,What social platform has influenced your online shopping most?,Custom,What's your major? Political science / philosophy,Instagram,58,0.354
1382,What social platform has influenced your online shopping most?,Custom,What's your major? Political science / philosophy,Snapchat,4,0.024
1383,What social platform has influenced your online shopping most?,Custom,What's your major? Political science / philosophy,Twitter,8,0.049
1384,What social platform has influenced your online shopping most?,Custom,What's your major? Political science / philosophy,None,56,0.341
1385,What social platform has influenced your online shopping most?,Custom,I'm in? College,Facebook,499,0.215
1386,What social platform has influenced your online shopping most?,Custom,I'm in? College,Instagram,781,0.336
1387,What social platform has influenced your online shopping most?,Custom,I'm in? College,Snapchat,74,0.032
1388,What social platform has influenced your online shopping most?,Custom,I'm in? College,Twitter,151,0.065
1389,What social platform has influenced your online shopping most?,Custom,I'm in? College,None,820,0.353
1390,What social platform has influenced your online shopping most?,Custom,I'm in? High School,Facebook,29,0.105
1391,What social platform has influenced your online shopping most?,Custom,I'm in? High School,Instagram,96,0.347
1392,What social platform has influenced your online shopping most?,Custom,I'm in? High School,Snapchat,14,0.051
1393,What social platform has influenced your online shopping most?,Custom,I'm in? High School,Twitter,32,0.116
1394,What social platform has influenced your online shopping most?,Custom,I'm in? High School,None,106,0.383
1395,What social platform has influenced your online shopping most?,Custom,"do per month? Realistically, none",Facebook,231,0.194
1396,What social platform has influenced your online shopping most?,Custom,"do per month? Realistically, none",Instagram,368,0.309
1397,What social platform has influenced your online shopping most?,Custom,"do per month? Realistically, none",Snapchat,39,0.033
1398,What social platform has influenced your online shopping most?,Custom,"do per month? Realistically, none",Twitter,78,0.065
1399,What social platform has influenced your online shopping most?,Custom,"do per month? Realistically, none",None,476,0.399
1400,What social platform has influenced your online shopping most?,Custom,What's your leaning? In-between,Facebook,132,0.196
1401,What social platform has influenced your online shopping most?,Custom,What's your leaning? In-between,Instagram,213,0.317
1402,What social platform has influenced your online shopping most?,Custom,What's your leaning? In-between,Snapchat,22,0.033
1403,What social platform has influenced your online shopping most?,Custom,What's your leaning? In-between,Twitter,36,0.054
1404,What social platform has influenced your online shopping most?,Custom,What's your leaning? In-between,None,269,0.4
1405,What social platform has influenced your online shopping most?,Custom,Are you? Muslim,Facebook,3,0.143
1406,What social platform has influenced your online shopping most?,Custom,Are you? Muslim,Instagram,5,0.238
1407,What social platform has influenced your online shopping most?,Custom,Are you? Muslim,Snapchat,3,0.143
1408,What social platform has influenced your online shopping most?,Custom,Are you? Muslim,Twitter,2,0.095
1409,What social platform has influenced your online shopping most?,Custom,Are you? Muslim,None,8,0.381
1410,What social platform has influenced your online shopping most?,Custom,Are you? Christian,Facebook,231,0.208
1411,What social platform has influenced your online shopping most?,Custom,Are you? Christian,Instagram,387,0.348
1412,What social platform has influenced your online shopping most?,Custom,Are you? Christian,Snapchat,29,0.026
1413,What social platform has influenced your online shopping most?,Custom,Are you? Christian,Twitter,85,0.076
1414,What social platform has influenced your online shopping most?,Custom,Are you? Christian,None,381,0.342
1415,What social platform has influenced your online shopping most?,Custom,Graduation Year 2017,Facebook,61,0.274
1416,What social platform has influenced your online shopping most?,Custom,Graduation Year 2017,Instagram,62,0.278
1417,What social platform has influenced your online shopping most?,Custom,Graduation Year 2017,Snapchat,8,0.036
1418,What social platform has influenced your online shopping most?,Custom,Graduation Year 2017,Twitter,5,0.022
1419,What social platform has influenced your online shopping most?,Custom,Graduation Year 2017,None,87,0.39
1420,What social platform has influenced your online shopping most?,Custom,Graduation Year 2018,Facebook,88,0.244
1421,What social platform has influenced your online shopping most?,Custom,Graduation Year 2018,Instagram,114,0.317
1422,What social platform has influenced your online shopping most?,Custom,Graduation Year 2018,Snapchat,12,0.033
1423,What social platform has influenced your online shopping most?,Custom,Graduation Year 2018,Twitter,17,0.047
1424,What social platform has influenced your online shopping most?,Custom,Graduation Year 2018,None,129,0.358
1425,What social platform has influenced your online shopping most?,Custom,What's your GPA? Above 4.0 😏,Facebook,19,0.131
1426,What social platform has influenced your online shopping most?,Custom,What's your GPA? Above 4.0 😏,Instagram,55,0.379
1427,What social platform has influenced your online shopping most?,Custom,What's your GPA? Above 4.0 😏,Snapchat,5,0.034
1428,What social platform has influenced your online shopping most?,Custom,What's your GPA? Above 4.0 😏,Twitter,10,0.069
1429,What social platform has influenced your online shopping most?,Custom,What's your GPA? Above 4.0 😏,None,56,0.386
1430,What social platform has influenced your online shopping most?,Custom,Graduation Year 2019,Facebook,221,0.262
1431,What social platform has influenced your online shopping most?,Custom,Graduation Year 2019,Instagram,291,0.345
1432,What social platform has influenced your online shopping most?,Custom,Graduation Year 2019,Snapchat,24,0.028
1433,What social platform has influenced your online shopping most?,Custom,Graduation Year 2019,Twitter,46,0.055
1434,What social platform has influenced your online shopping most?,Custom,Graduation Year 2019,None,262,0.31
1435,What social platform has influenced your online shopping most?,Custom,Graduation Year 2020,Facebook,74,0.155
1436,What social platform has influenced your online shopping most?,Custom,Graduation Year 2020,Instagram,150,0.314
1437,What social platform has influenced your online shopping most?,Custom,Graduation Year 2020,Snapchat,15,0.031
1438,What social platform has influenced your online shopping most?,Custom,Graduation Year 2020,Twitter,47,0.099
1439,What social platform has influenced your online shopping most?,Custom,Graduation Year 2020,None,191,0.4
1440,What social platform has influenced your online shopping most?,Custom,closely identify as? White,Facebook,352,0.224
1441,What social platform has influenced your online shopping most?,Custom,closely identify as? White,Instagram,498,0.317
1442,What social platform has influenced your online shopping most?,Custom,closely identify as? White,Snapchat,47,0.03
1443,What social platform has influenced your online shopping most?,Custom,closely identify as? White,Twitter,102,0.065
1444,What social platform has influenced your online shopping most?,Custom,closely identify as? White,None,573,0.365
1445,What social platform has influenced your online shopping most?,Custom,Sexual orientation? Straight,Facebook,215,0.18
1446,What social platform has influenced your online shopping most?,Custom,Sexual orientation? Straight,Instagram,354,0.297
1447,What social platform has influenced your online shopping most?,Custom,Sexual orientation? Straight,Snapchat,44,0.037
1448,What social platform has influenced your online shopping most?,Custom,Sexual orientation? Straight,Twitter,88,0.074
1449,What social platform has influenced your online shopping most?,Custom,Sexual orientation? Straight,None,492,0.412
